Settlement Date,Product,Contract,Settlement
4/4/2018,CL,CLZ19,56.73
4/4/2018,CL,CLF20,56.43
4/4/2018,CL,CLG20,56.16
4/4/2018,CL,CLH20,55.9
4/4/2018,CL,CLJ20,55.65
4/4/2018,CL,CLK20,55.4
4/4/2018,CL,CLM20,55.17
4/4/2018,CL,CLN20,54.93
4/4/2018,CL,CLQ20,54.7
4/4/2018,CL,CLU20,54.48
4/4/2018,CL,CLV20,54.28
4/4/2018,CL,CLX20,54.09
4/4/2018,CL,CLZ20,53.91
4/4/2018,CL,CLF21,53.71
4/4/2018,CL,CLG21,53.54
4/4/2018,CL,CLH21,53.37
4/4/2018,CL,CLJ21,53.17
4/4/2018,CL,CLK21,52.97
4/4/2018,CL,CLM21,52.83
4/4/2018,CL,CLN21,52.67
4/4/2018,CL,CLQ21,52.51
4/4/2018,CL,CLU21,52.39
4/4/2018,CL,CLV21,52.29
4/4/2018,CL,CLX21,52.19
4/4/2018,CL,CLZ21,52.05
4/4/2018,CL,CLF22,51.88
4/4/2018,CL,CLG22,51.8
4/4/2018,CL,CLH22,51.7
4/4/2018,CL,CLJ22,51.6
4/4/2018,CL,CLK22,51.53
4/4/2018,CL,CLM22,51.45
4/4/2018,CL,CLN22,51.3
4/4/2018,CL,CLQ22,51.29
4/4/2018,CL,CLU22,51.32
4/4/2018,CL,CLV22,51.2
4/4/2018,CL,CLX22,51.24
4/4/2018,CL,CLZ22,51.1
4/4/2018,CL,CLF23,51.08
4/4/2018,CL,CLG23,51.04
4/4/2018,CL,CLH23,51.04
4/4/2018,CL,CLJ23,50.97
4/4/2018,CL,CLK23,50.93
4/4/2018,CL,CLM23,51
4/4/2018,CL,CLN23,50.93
4/4/2018,CL,CLQ23,50.88
4/4/2018,CL,CLU23,50.95
4/4/2018,CL,CLV23,50.92
4/4/2018,CL,CLX23,50.92
4/4/2018,CL,CLZ23,50.9
4/4/2018,CL,CLF24,50.94
4/4/2018,CL,CLG24,50.97
4/4/2018,CL,CLH24,51
4/4/2018,CL,CLJ24,51.02
4/4/2018,CL,CLK24,51.05
4/4/2018,CL,CLM24,51.04
4/4/2018,CL,CLN24,51.09
4/4/2018,CL,CLQ24,51.11
4/4/2018,CL,CLU24,51.15
4/4/2018,CL,CLV24,51.16
4/4/2018,CL,CLX24,51.2
4/4/2018,CL,CLZ24,51.18
4/4/2018,CL,CLF25,51.21
4/4/2018,CL,CLG25,51.25
4/4/2018,CL,CLH25,51.28
4/4/2018,CL,CLJ25,51.31
4/4/2018,CL,CLK25,51.35
4/4/2018,CL,CLM25,51.38
4/4/2018,CL,CLN25,51.42
4/4/2018,CL,CLQ25,51.45
4/4/2018,CL,CLU25,51.49
4/4/2018,CL,CLV25,51.52
4/4/2018,CL,CLX25,51.56
4/4/2018,CL,CLZ25,51.54
4/4/2018,CL,CLF26,51.62
4/4/2018,CL,CLG26,51.66
4/4/2018,CL,CLH26,51.69
4/4/2018,CL,CLJ26,51.72
4/4/2018,CL,CLK26,51.76
4/4/2018,CL,CLM26,51.79
4/4/2018,CL,CLN26,51.82
4/4/2018,CL,CLQ26,51.86
4/4/2018,CL,CLU26,51.89
4/4/2018,CL,CLV26,51.92
4/4/2018,CL,CLX26,51.96
4/4/2018,CL,CLZ26,51.99
4/4/2018,CL,CLF27,52.02
4/4/2018,CL,CLG27,52.05
4/5/2018,CL,CLK18,63.54
4/5/2018,CL,CLM18,63.54
4/5/2018,CL,CLN18,63.34
4/5/2018,CL,CLQ18,62.98
4/5/2018,CL,CLU18,62.56
4/5/2018,CL,CLV18,62.12
4/5/2018,CL,CLX18,61.69
4/5/2018,CL,CLZ18,61.29
4/5/2018,CL,CLF19,60.9
4/5/2018,CL,CLG19,60.48
4/5/2018,CL,CLH19,60.08
4/5/2018,CL,CLJ19,59.69
4/5/2018,CL,CLK19,59.33
4/5/2018,CL,CLM19,58.98
4/5/2018,CL,CLN19,58.6
4/5/2018,CL,CLQ19,58.25
4/5/2018,CL,CLU19,57.92
4/5/2018,CL,CLV19,57.61
4/5/2018,CL,CLX19,57.34
4/5/2018,CL,CLZ19,57.13
4/5/2018,CL,CLF20,56.83
4/5/2018,CL,CLG20,56.55
4/5/2018,CL,CLH20,56.28
4/5/2018,CL,CLJ20,56.01
4/5/2018,CL,CLK20,55.77
4/5/2018,CL,CLM20,55.54
4/5/2018,CL,CLN20,55.3
4/5/2018,CL,CLQ20,55.08
4/5/2018,CL,CLU20,54.84
4/5/2018,CL,CLV20,54.6
4/5/2018,CL,CLX20,54.4
4/5/2018,CL,CLZ20,54.22
4/5/2018,CL,CLF21,54.02
4/5/2018,CL,CLG21,53.84
4/5/2018,CL,CLH21,53.64
4/5/2018,CL,CLJ21,53.46
4/5/2018,CL,CLK21,53.28
4/5/2018,CL,CLM21,53.1
4/5/2018,CL,CLN21,52.9
4/5/2018,CL,CLQ21,52.74
4/5/2018,CL,CLU21,52.62
4/5/2018,CL,CLV21,52.52
4/5/2018,CL,CLX21,52.42
4/5/2018,CL,CLZ21,52.29
4/5/2018,CL,CLF22,52.11
4/5/2018,CL,CLG22,52.03
4/5/2018,CL,CLH22,51.92
4/5/2018,CL,CLJ22,51.81
4/5/2018,CL,CLK22,51.74
4/5/2018,CL,CLM22,51.65
4/5/2018,CL,CLN22,51.49
4/5/2018,CL,CLQ22,51.47
4/5/2018,CL,CLU22,51.49
4/5/2018,CL,CLV22,51.37
4/5/2018,CL,CLX22,51.4
4/5/2018,CL,CLZ22,51.25
4/5/2018,CL,CLF23,51.23
4/5/2018,CL,CLG23,51.19
4/5/2018,CL,CLH23,51.19
4/5/2018,CL,CLJ23,51.12
4/5/2018,CL,CLK23,51.08
4/5/2018,CL,CLM23,51.15
4/5/2018,CL,CLN23,51.08
4/5/2018,CL,CLQ23,51.03
4/5/2018,CL,CLU23,51.1
4/5/2018,CL,CLV23,51.07
4/5/2018,CL,CLX23,51.07
4/5/2018,CL,CLZ23,51.05
4/5/2018,CL,CLF24,51.09
4/5/2018,CL,CLG24,51.12
4/5/2018,CL,CLH24,51.15
4/5/2018,CL,CLJ24,51.17
4/5/2018,CL,CLK24,51.2
4/5/2018,CL,CLM24,51.19
4/5/2018,CL,CLN24,51.24
4/5/2018,CL,CLQ24,51.26
4/5/2018,CL,CLU24,51.3
4/5/2018,CL,CLV24,51.31
4/5/2018,CL,CLX24,51.35
4/5/2018,CL,CLZ24,51.33
4/5/2018,CL,CLF25,51.36
4/5/2018,CL,CLG25,51.4
4/5/2018,CL,CLH25,51.43
4/5/2018,CL,CLJ25,51.46
4/5/2018,CL,CLK25,51.5
4/5/2018,CL,CLM25,51.53
4/5/2018,CL,CLN25,51.57
4/5/2018,CL,CLQ25,51.6
4/5/2018,CL,CLU25,51.64
4/5/2018,CL,CLV25,51.67
4/5/2018,CL,CLX25,51.71
4/5/2018,CL,CLZ25,51.75
4/5/2018,CL,CLF26,51.83
4/5/2018,CL,CLG26,51.87
4/5/2018,CL,CLH26,51.9
4/5/2018,CL,CLJ26,51.93
4/5/2018,CL,CLK26,51.97
4/5/2018,CL,CLM26,52
4/5/2018,CL,CLN26,52.03
4/5/2018,CL,CLQ26,52.07
4/5/2018,CL,CLU26,52.1
4/5/2018,CL,CLV26,52.13
4/5/2018,CL,CLX26,52.17
4/5/2018,CL,CLZ26,52.2
4/5/2018,CL,CLF27,52.23
4/5/2018,CL,CLG27,52.26
4/6/2018,CL,CLK18,62.06
4/6/2018,CL,CLM18,62.1
4/6/2018,CL,CLN18,61.96
4/6/2018,CL,CLQ18,61.64
4/6/2018,CL,CLU18,61.26
4/6/2018,CL,CLV18,60.87
4/6/2018,CL,CLX18,60.5
4/6/2018,CL,CLZ18,60.14
4/6/2018,CL,CLF19,59.78
4/6/2018,CL,CLG19,59.38
4/6/2018,CL,CLH19,59
4/6/2018,CL,CLJ19,58.64
4/6/2018,CL,CLK19,58.29
4/6/2018,CL,CLM19,57.93
4/6/2018,CL,CLN19,57.58
4/6/2018,CL,CLQ19,57.23
4/6/2018,CL,CLU19,56.91
4/6/2018,CL,CLV19,56.62
4/6/2018,CL,CLX19,56.36
4/6/2018,CL,CLZ19,56.14
4/6/2018,CL,CLF20,55.85
4/6/2018,CL,CLG20,55.58
4/6/2018,CL,CLH20,55.33
4/6/2018,CL,CLJ20,55.07
4/6/2018,CL,CLK20,54.84
4/6/2018,CL,CLM20,54.62
4/6/2018,CL,CLN20,54.39
4/6/2018,CL,CLQ20,54.18
4/6/2018,CL,CLU20,53.96
4/6/2018,CL,CLV20,53.72
4/6/2018,CL,CLX20,53.52
4/6/2018,CL,CLZ20,53.37
4/6/2018,CL,CLF21,53.17
4/6/2018,CL,CLG21,52.99
4/6/2018,CL,CLH21,52.81
4/6/2018,CL,CLJ21,52.63
4/6/2018,CL,CLK21,52.43
4/6/2018,CL,CLM21,52.28
4/6/2018,CL,CLN21,52.11
4/6/2018,CL,CLQ21,51.95
4/6/2018,CL,CLU21,51.83
4/6/2018,CL,CLV21,51.73
4/6/2018,CL,CLX21,51.63
4/6/2018,CL,CLZ21,51.5
4/6/2018,CL,CLF22,51.32
4/6/2018,CL,CLG22,51.24
4/6/2018,CL,CLH22,51.13
4/6/2018,CL,CLJ22,51.02
4/6/2018,CL,CLK22,50.95
4/6/2018,CL,CLM22,50.86
4/6/2018,CL,CLN22,50.7
4/6/2018,CL,CLQ22,50.68
4/6/2018,CL,CLU22,50.7
4/6/2018,CL,CLV22,50.58
4/6/2018,CL,CLX22,50.61
4/6/2018,CL,CLZ22,50.52
4/6/2018,CL,CLF23,50.5
4/6/2018,CL,CLG23,50.46
4/6/2018,CL,CLH23,50.46
4/6/2018,CL,CLJ23,50.39
4/6/2018,CL,CLK23,50.35
4/6/2018,CL,CLM23,50.42
4/6/2018,CL,CLN23,50.35
4/6/2018,CL,CLQ23,50.3
4/6/2018,CL,CLU23,50.37
4/6/2018,CL,CLV23,50.34
4/6/2018,CL,CLX23,50.34
4/6/2018,CL,CLZ23,50.35
4/6/2018,CL,CLF24,50.39
4/6/2018,CL,CLG24,50.42
4/6/2018,CL,CLH24,50.45
4/6/2018,CL,CLJ24,50.47
4/6/2018,CL,CLK24,50.5
4/6/2018,CL,CLM24,50.49
4/6/2018,CL,CLN24,50.54
4/6/2018,CL,CLQ24,50.56
4/6/2018,CL,CLU24,50.6
4/6/2018,CL,CLV24,50.61
4/6/2018,CL,CLX24,50.65
4/6/2018,CL,CLZ24,50.63
4/6/2018,CL,CLF25,50.66
4/6/2018,CL,CLG25,50.7
4/6/2018,CL,CLH25,50.73
4/6/2018,CL,CLJ25,50.76
4/6/2018,CL,CLK25,50.8
4/6/2018,CL,CLM25,50.83
4/6/2018,CL,CLN25,50.87
4/6/2018,CL,CLQ25,50.9
4/6/2018,CL,CLU25,50.94
4/6/2018,CL,CLV25,50.97
4/6/2018,CL,CLX25,51.01
4/6/2018,CL,CLZ25,51.05
4/6/2018,CL,CLF26,51.13
4/6/2018,CL,CLG26,51.17
4/6/2018,CL,CLH26,51.2
4/6/2018,CL,CLJ26,51.23
4/6/2018,CL,CLK26,51.27
4/6/2018,CL,CLM26,51.3
4/6/2018,CL,CLN26,51.33
4/6/2018,CL,CLQ26,51.37
4/6/2018,CL,CLU26,51.4
4/6/2018,CL,CLV26,51.43
4/6/2018,CL,CLX26,51.47
4/6/2018,CL,CLZ26,51.5
4/6/2018,CL,CLF27,51.53
4/6/2018,CL,CLG27,51.56
4/9/2018,CL,CLK18,63.42
4/9/2018,CL,CLM18,63.43
4/9/2018,CL,CLN18,63.26
4/9/2018,CL,CLQ18,62.91
4/9/2018,CL,CLU18,62.5
4/9/2018,CL,CLV18,62.08
4/9/2018,CL,CLX18,61.68
4/9/2018,CL,CLZ18,61.29
4/9/2018,CL,CLF19,60.89
4/9/2018,CL,CLG19,60.46
4/9/2018,CL,CLH19,60.04
4/9/2018,CL,CLJ19,59.63
4/9/2018,CL,CLK19,59.24
4/9/2018,CL,CLM19,58.84
4/9/2018,CL,CLN19,58.44
4/9/2018,CL,CLQ19,58.07
4/9/2018,CL,CLU19,57.71
4/9/2018,CL,CLV19,57.38
4/9/2018,CL,CLX19,57.09
4/9/2018,CL,CLZ19,56.84
4/9/2018,CL,CLF20,56.52
4/9/2018,CL,CLG20,56.22
4/9/2018,CL,CLH20,55.93
4/9/2018,CL,CLJ20,55.65
4/9/2018,CL,CLK20,55.39
4/9/2018,CL,CLM20,55.14
4/9/2018,CL,CLN20,54.87
4/9/2018,CL,CLQ20,54.64
4/9/2018,CL,CLU20,54.41
4/9/2018,CL,CLV20,54.17
4/9/2018,CL,CLX20,53.95
4/9/2018,CL,CLZ20,53.76
4/9/2018,CL,CLF21,53.55
4/9/2018,CL,CLG21,53.35
4/9/2018,CL,CLH21,53.16
4/9/2018,CL,CLJ21,52.97
4/9/2018,CL,CLK21,52.78
4/9/2018,CL,CLM21,52.59
4/9/2018,CL,CLN21,52.38
4/9/2018,CL,CLQ21,52.21
4/9/2018,CL,CLU21,52.08
4/9/2018,CL,CLV21,51.96
4/9/2018,CL,CLX21,51.85
4/9/2018,CL,CLZ21,51.71
4/9/2018,CL,CLF22,51.53
4/9/2018,CL,CLG22,51.45
4/9/2018,CL,CLH22,51.32
4/9/2018,CL,CLJ22,51.21
4/9/2018,CL,CLK22,51.14
4/9/2018,CL,CLM22,51.05
4/9/2018,CL,CLN22,50.89
4/9/2018,CL,CLQ22,50.87
4/9/2018,CL,CLU22,50.89
4/9/2018,CL,CLV22,50.77
4/9/2018,CL,CLX22,50.8
4/9/2018,CL,CLZ22,50.67
4/9/2018,CL,CLF23,50.65
4/9/2018,CL,CLG23,50.61
4/9/2018,CL,CLH23,50.61
4/9/2018,CL,CLJ23,50.54
4/9/2018,CL,CLK23,50.5
4/9/2018,CL,CLM23,50.57
4/9/2018,CL,CLN23,50.5
4/9/2018,CL,CLQ23,50.45
4/9/2018,CL,CLU23,50.52
4/9/2018,CL,CLV23,50.49
4/9/2018,CL,CLX23,50.49
4/9/2018,CL,CLZ23,50.5
4/9/2018,CL,CLF24,50.54
4/9/2018,CL,CLG24,50.57
4/9/2018,CL,CLH24,50.6
4/9/2018,CL,CLJ24,50.62
4/9/2018,CL,CLK24,50.65
4/9/2018,CL,CLM24,50.64
4/9/2018,CL,CLN24,50.69
4/9/2018,CL,CLQ24,50.71
4/9/2018,CL,CLU24,50.75
4/9/2018,CL,CLV24,50.76
4/9/2018,CL,CLX24,50.8
4/9/2018,CL,CLZ24,50.78
4/9/2018,CL,CLF25,50.81
4/9/2018,CL,CLG25,50.85
4/9/2018,CL,CLH25,50.88
4/9/2018,CL,CLJ25,50.91
4/9/2018,CL,CLK25,50.95
4/9/2018,CL,CLM25,50.98
4/9/2018,CL,CLN25,51.02
4/9/2018,CL,CLQ25,51.05
4/9/2018,CL,CLU25,51.09
4/9/2018,CL,CLV25,51.12
4/9/2018,CL,CLX25,51.16
4/9/2018,CL,CLZ25,51.2
4/9/2018,CL,CLF26,51.28
4/9/2018,CL,CLG26,51.32
4/9/2018,CL,CLH26,51.35
4/9/2018,CL,CLJ26,51.38
4/9/2018,CL,CLK26,51.42
4/9/2018,CL,CLM26,51.45
4/9/2018,CL,CLN26,51.48
4/9/2018,CL,CLQ26,51.52
4/9/2018,CL,CLU26,51.55
4/9/2018,CL,CLV26,51.58
4/9/2018,CL,CLX26,51.62
4/9/2018,CL,CLZ26,51.65
4/9/2018,CL,CLF27,51.68
4/9/2018,CL,CLG27,51.71
4/10/2018,CL,CLK18,65.51
4/10/2018,CL,CLM18,65.44
4/10/2018,CL,CLN18,65.17
4/10/2018,CL,CLQ18,64.7
4/10/2018,CL,CLU18,64.16
4/10/2018,CL,CLV18,63.6
4/10/2018,CL,CLX18,63.08
4/10/2018,CL,CLZ18,62.58
4/10/2018,CL,CLF19,62.08
4/10/2018,CL,CLG19,61.56
4/10/2018,CL,CLH19,61.05
4/10/2018,CL,CLJ19,60.58
4/10/2018,CL,CLK19,60.14
4/10/2018,CL,CLM19,59.71
4/10/2018,CL,CLN19,59.27
4/10/2018,CL,CLQ19,58.86
4/10/2018,CL,CLU19,58.48
4/10/2018,CL,CLV19,58.14
4/10/2018,CL,CLX19,57.82
4/10/2018,CL,CLZ19,57.54
4/10/2018,CL,CLF20,57.2
4/10/2018,CL,CLG20,56.88
4/10/2018,CL,CLH20,56.58
4/10/2018,CL,CLJ20,56.27
4/10/2018,CL,CLK20,55.99
4/10/2018,CL,CLM20,55.72
4/10/2018,CL,CLN20,55.43
4/10/2018,CL,CLQ20,55.18
4/10/2018,CL,CLU20,54.92
4/10/2018,CL,CLV20,54.68
4/10/2018,CL,CLX20,54.45
4/10/2018,CL,CLZ20,54.24
4/10/2018,CL,CLF21,54.01
4/10/2018,CL,CLG21,53.81
4/10/2018,CL,CLH21,53.59
4/10/2018,CL,CLJ21,53.4
4/10/2018,CL,CLK21,53.18
4/10/2018,CL,CLM21,52.98
4/10/2018,CL,CLN21,52.76
4/10/2018,CL,CLQ21,52.59
4/10/2018,CL,CLU21,52.46
4/10/2018,CL,CLV21,52.34
4/10/2018,CL,CLX21,52.23
4/10/2018,CL,CLZ21,52.06
4/10/2018,CL,CLF22,51.87
4/10/2018,CL,CLG22,51.78
4/10/2018,CL,CLH22,51.65
4/10/2018,CL,CLJ22,51.54
4/10/2018,CL,CLK22,51.47
4/10/2018,CL,CLM22,51.38
4/10/2018,CL,CLN22,51.22
4/10/2018,CL,CLQ22,51.2
4/10/2018,CL,CLU22,51.22
4/10/2018,CL,CLV22,51.1
4/10/2018,CL,CLX22,51.13
4/10/2018,CL,CLZ22,50.99
4/10/2018,CL,CLF23,50.97
4/10/2018,CL,CLG23,50.93
4/10/2018,CL,CLH23,50.93
4/10/2018,CL,CLJ23,50.86
4/10/2018,CL,CLK23,50.82
4/10/2018,CL,CLM23,50.89
4/10/2018,CL,CLN23,50.82
4/10/2018,CL,CLQ23,50.77
4/10/2018,CL,CLU23,50.84
4/10/2018,CL,CLV23,50.81
4/10/2018,CL,CLX23,50.81
4/10/2018,CL,CLZ23,50.79
4/10/2018,CL,CLF24,50.83
4/10/2018,CL,CLG24,50.86
4/10/2018,CL,CLH24,50.89
4/10/2018,CL,CLJ24,50.91
4/10/2018,CL,CLK24,50.94
4/10/2018,CL,CLM24,50.93
4/10/2018,CL,CLN24,50.98
4/10/2018,CL,CLQ24,51
4/10/2018,CL,CLU24,51.04
4/10/2018,CL,CLV24,51.05
4/10/2018,CL,CLX24,51.09
4/10/2018,CL,CLZ24,51.07
4/10/2018,CL,CLF25,51.1
4/10/2018,CL,CLG25,51.14
4/10/2018,CL,CLH25,51.17
4/10/2018,CL,CLJ25,51.2
4/10/2018,CL,CLK25,51.24
4/10/2018,CL,CLM25,51.27
4/10/2018,CL,CLN25,51.31
4/10/2018,CL,CLQ25,51.34
4/10/2018,CL,CLU25,51.38
4/10/2018,CL,CLV25,51.41
4/10/2018,CL,CLX25,51.45
4/10/2018,CL,CLZ25,51.49
4/10/2018,CL,CLF26,51.57
4/10/2018,CL,CLG26,51.61
4/10/2018,CL,CLH26,51.64
4/10/2018,CL,CLJ26,51.67
4/10/2018,CL,CLK26,51.71
4/10/2018,CL,CLM26,51.74
4/10/2018,CL,CLN26,51.77
4/10/2018,CL,CLQ26,51.81
4/10/2018,CL,CLU26,51.84
4/10/2018,CL,CLV26,51.87
4/10/2018,CL,CLX26,51.91
4/10/2018,CL,CLZ26,51.94
4/10/2018,CL,CLF27,51.97
4/10/2018,CL,CLG27,52
4/11/2018,CL,CLK18,66.82
4/11/2018,CL,CLM18,66.74
4/11/2018,CL,CLN18,66.44
4/11/2018,CL,CLQ18,65.91
4/11/2018,CL,CLU18,65.34
4/11/2018,CL,CLV18,64.77
4/11/2018,CL,CLX18,64.24
4/11/2018,CL,CLZ18,63.72
4/11/2018,CL,CLF19,63.21
4/11/2018,CL,CLG19,62.66
4/11/2018,CL,CLH19,62.11
4/11/2018,CL,CLJ19,61.61
4/11/2018,CL,CLK19,61.12
4/11/2018,CL,CLM19,60.65
4/11/2018,CL,CLN19,60.17
4/11/2018,CL,CLQ19,59.72
4/11/2018,CL,CLU19,59.3
4/11/2018,CL,CLV19,58.91
4/11/2018,CL,CLX19,58.55
4/11/2018,CL,CLZ19,58.24
4/11/2018,CL,CLF20,57.86
4/11/2018,CL,CLG20,57.51
4/11/2018,CL,CLH20,57.18
4/11/2018,CL,CLJ20,56.86
4/11/2018,CL,CLK20,56.56
4/11/2018,CL,CLM20,56.28
4/11/2018,CL,CLN20,55.99
4/11/2018,CL,CLQ20,55.73
4/11/2018,CL,CLU20,55.44
4/11/2018,CL,CLV20,55.16
4/11/2018,CL,CLX20,54.92
4/11/2018,CL,CLZ20,54.7
4/11/2018,CL,CLF21,54.47
4/11/2018,CL,CLG21,54.24
4/11/2018,CL,CLH21,54
4/11/2018,CL,CLJ21,53.81
4/11/2018,CL,CLK21,53.6
4/11/2018,CL,CLM21,53.37
4/11/2018,CL,CLN21,53.12
4/11/2018,CL,CLQ21,52.95
4/11/2018,CL,CLU21,52.82
4/11/2018,CL,CLV21,52.7
4/11/2018,CL,CLX21,52.59
4/11/2018,CL,CLZ21,52.44
4/11/2018,CL,CLF22,52.24
4/11/2018,CL,CLG22,52.15
4/11/2018,CL,CLH22,52.01
4/11/2018,CL,CLJ22,51.89
4/11/2018,CL,CLK22,51.82
4/11/2018,CL,CLM22,51.72
4/11/2018,CL,CLN22,51.55
4/11/2018,CL,CLQ22,51.53
4/11/2018,CL,CLU22,51.54
4/11/2018,CL,CLV22,51.41
4/11/2018,CL,CLX22,51.44
4/11/2018,CL,CLZ22,51.29
4/11/2018,CL,CLF23,51.27
4/11/2018,CL,CLG23,51.23
4/11/2018,CL,CLH23,51.23
4/11/2018,CL,CLJ23,51.16
4/11/2018,CL,CLK23,51.12
4/11/2018,CL,CLM23,51.19
4/11/2018,CL,CLN23,51.12
4/11/2018,CL,CLQ23,51.07
4/11/2018,CL,CLU23,51.14
4/11/2018,CL,CLV23,51.11
4/11/2018,CL,CLX23,51.11
4/11/2018,CL,CLZ23,51.09
4/11/2018,CL,CLF24,51.13
4/11/2018,CL,CLG24,51.16
4/11/2018,CL,CLH24,51.19
4/11/2018,CL,CLJ24,51.21
4/11/2018,CL,CLK24,51.24
4/11/2018,CL,CLM24,51.23
4/11/2018,CL,CLN24,51.28
4/11/2018,CL,CLQ24,51.3
4/11/2018,CL,CLU24,51.34
4/11/2018,CL,CLV24,51.35
4/11/2018,CL,CLX24,51.39
4/11/2018,CL,CLZ24,51.37
4/11/2018,CL,CLF25,51.4
4/11/2018,CL,CLG25,51.44
4/11/2018,CL,CLH25,51.47
4/11/2018,CL,CLJ25,51.5
4/11/2018,CL,CLK25,51.54
4/11/2018,CL,CLM25,51.57
4/11/2018,CL,CLN25,51.61
4/11/2018,CL,CLQ25,51.64
4/11/2018,CL,CLU25,51.68
4/11/2018,CL,CLV25,51.71
4/11/2018,CL,CLX25,51.75
4/11/2018,CL,CLZ25,51.79
4/11/2018,CL,CLF26,51.87
4/11/2018,CL,CLG26,51.91
4/11/2018,CL,CLH26,51.94
4/11/2018,CL,CLJ26,51.97
4/11/2018,CL,CLK26,52.01
4/11/2018,CL,CLM26,52.04
4/11/2018,CL,CLN26,52.07
4/11/2018,CL,CLQ26,52.11
4/11/2018,CL,CLU26,52.14
4/11/2018,CL,CLV26,52.17
4/11/2018,CL,CLX26,52.21
4/11/2018,CL,CLZ26,52.24
4/11/2018,CL,CLF27,52.27
4/11/2018,CL,CLG27,52.3
4/12/2018,CL,CLK18,67.07
4/12/2018,CL,CLM18,66.95
4/12/2018,CL,CLN18,66.58
4/12/2018,CL,CLQ18,66.01
4/12/2018,CL,CLU18,65.4
4/12/2018,CL,CLV18,64.8
4/12/2018,CL,CLX18,64.25
4/12/2018,CL,CLZ18,63.72
4/12/2018,CL,CLF19,63.2
4/12/2018,CL,CLG19,62.62
4/12/2018,CL,CLH19,62.06
4/12/2018,CL,CLJ19,61.52
4/12/2018,CL,CLK19,61.01
4/12/2018,CL,CLM19,60.51
4/12/2018,CL,CLN19,60.01
4/12/2018,CL,CLQ19,59.54
4/12/2018,CL,CLU19,59.12
4/12/2018,CL,CLV19,58.73
4/12/2018,CL,CLX19,58.36
4/12/2018,CL,CLZ19,58.05
4/12/2018,CL,CLF20,57.67
4/12/2018,CL,CLG20,57.32
4/12/2018,CL,CLH20,56.98
4/12/2018,CL,CLJ20,56.66
4/12/2018,CL,CLK20,56.36
4/12/2018,CL,CLM20,56.07
4/12/2018,CL,CLN20,55.75
4/12/2018,CL,CLQ20,55.46
4/12/2018,CL,CLU20,55.17
4/12/2018,CL,CLV20,54.92
4/12/2018,CL,CLX20,54.69
4/12/2018,CL,CLZ20,54.49
4/12/2018,CL,CLF21,54.27
4/12/2018,CL,CLG21,54.05
4/12/2018,CL,CLH21,53.83
4/12/2018,CL,CLJ21,53.59
4/12/2018,CL,CLK21,53.35
4/12/2018,CL,CLM21,53.12
4/12/2018,CL,CLN21,52.87
4/12/2018,CL,CLQ21,52.68
4/12/2018,CL,CLU21,52.55
4/12/2018,CL,CLV21,52.42
4/12/2018,CL,CLX21,52.3
4/12/2018,CL,CLZ21,52.14
4/12/2018,CL,CLF22,51.94
4/12/2018,CL,CLG22,51.85
4/12/2018,CL,CLH22,51.71
4/12/2018,CL,CLJ22,51.59
4/12/2018,CL,CLK22,51.52
4/12/2018,CL,CLM22,51.42
4/12/2018,CL,CLN22,51.25
4/12/2018,CL,CLQ22,51.23
4/12/2018,CL,CLU22,51.24
4/12/2018,CL,CLV22,51.11
4/12/2018,CL,CLX22,51.14
4/12/2018,CL,CLZ22,50.96
4/12/2018,CL,CLF23,50.94
4/12/2018,CL,CLG23,50.9
4/12/2018,CL,CLH23,50.9
4/12/2018,CL,CLJ23,50.83
4/12/2018,CL,CLK23,50.79
4/12/2018,CL,CLM23,50.86
4/12/2018,CL,CLN23,50.79
4/12/2018,CL,CLQ23,50.74
4/12/2018,CL,CLU23,50.81
4/12/2018,CL,CLV23,50.78
4/12/2018,CL,CLX23,50.78
4/12/2018,CL,CLZ23,50.76
4/12/2018,CL,CLF24,50.8
4/12/2018,CL,CLG24,50.83
4/12/2018,CL,CLH24,50.86
4/12/2018,CL,CLJ24,50.88
4/12/2018,CL,CLK24,50.91
4/12/2018,CL,CLM24,50.9
4/12/2018,CL,CLN24,50.95
4/12/2018,CL,CLQ24,50.97
4/12/2018,CL,CLU24,51.01
4/12/2018,CL,CLV24,51.02
4/12/2018,CL,CLX24,51.06
4/12/2018,CL,CLZ24,51.04
4/12/2018,CL,CLF25,51.07
4/12/2018,CL,CLG25,51.11
4/12/2018,CL,CLH25,51.14
4/12/2018,CL,CLJ25,51.17
4/12/2018,CL,CLK25,51.21
4/12/2018,CL,CLM25,51.24
4/12/2018,CL,CLN25,51.28
4/12/2018,CL,CLQ25,51.31
4/12/2018,CL,CLU25,51.35
4/12/2018,CL,CLV25,51.38
4/12/2018,CL,CLX25,51.42
4/12/2018,CL,CLZ25,51.46
4/12/2018,CL,CLF26,51.54
4/12/2018,CL,CLG26,51.58
4/12/2018,CL,CLH26,51.61
4/12/2018,CL,CLJ26,51.64
4/12/2018,CL,CLK26,51.68
4/12/2018,CL,CLM26,51.71
4/12/2018,CL,CLN26,51.74
4/12/2018,CL,CLQ26,51.78
4/12/2018,CL,CLU26,51.81
4/12/2018,CL,CLV26,51.84
4/12/2018,CL,CLX26,51.88
4/12/2018,CL,CLZ26,51.91
4/12/2018,CL,CLF27,51.94
4/12/2018,CL,CLG27,51.97
4/13/2018,CL,CLK18,67.39
4/13/2018,CL,CLM18,67.33
4/13/2018,CL,CLN18,67
4/13/2018,CL,CLQ18,66.45
